matricula,data,codigo_situacao
33463,05/12/2025,15
33361,05/12/2025,15
33349,05/12/2025,15
33324,05/12/2025,15
33322,05/12/2025,15
33307,05/12/2025,15
33301,05/12/2025,15
33232,05/12/2025,15
33213,05/12/2025,15
33195,05/12/2025,15
33115,05/12/2025,15
32861,05/12/2025,15
32846,05/12/2025,15
32790,05/12/2025,15
32716,05/12/2025,15
32698,05/12/2025,15
32677,05/12/2025,15
32565,05/12/2025,15
32333,05/12/2025,15
32273,05/12/2025,15
32139,05/12/2025,15
31960,05/12/2025,15
31940,05/12/2025,15
31489,05/12/2025,15
31325,05/12/2025,15
31308,05/12/2025,15
30922,05/12/2025,15
30805,05/12/2025,15
30349,05/12/2025,15
30174,05/12/2025,15
29857,05/12/2025,15
29781,05/12/2025,15
28758,05/12/2025,15
28748,05/12/2025,15
28746,05/12/2025,15
28652,05/12/2025,15
28647,05/12/2025,15
28341,05/12/2025,15
27211,05/12/2025,15
27057,05/12/2025,15
27054,05/12/2025,15
25916,05/12/2025,15
25811,05/12/2025,15
25668,05/12/2025,15
25656,05/12/2025,15
25591,05/12/2025,15
22726,05/12/2025,15
22393,05/12/2025,15
20735,05/12/2025,15
19780,05/12/2025,15
18430,05/12/2025,15
18332,05/12/2025,15
17822,05/12/2025,15
14928,05/12/2025,15
14604,05/12/2025,15
12751,05/12/2025,15
37636,04/12/2025,15
37635,04/12/2025,15
37632,04/12/2025,15
37624,04/12/2025,15
37565,04/12/2025,15
36930,04/12/2025,15
36928,04/12/2025,15
36751,04/12/2025,15
36744,04/12/2025,15
36742,04/12/2025,15
36562,04/12/2025,15
36476,04/12/2025,15
36303,04/12/2025,15
36284,04/12/2025,15
36260,04/12/2025,15
36218,04/12/2025,15
35548,04/12/2025,15
35474,04/12/2025,15
35453,04/12/2025,15
35408,04/12/2025,15
35260,04/12/2025,15
35255,04/12/2025,15
35167,04/12/2025,15
35079,04/12/2025,15
35052,04/12/2025,15
34589,04/12/2025,15
34398,04/12/2025,15
34296,04/12/2025,15
34108,04/12/2025,15
34071,04/12/2025,15
33995,04/12/2025,15
33908,04/12/2025,15
33477,04/12/2025,15
33473,04/12/2025,15
33351,04/12/2025,15
33322,04/12/2025,15
33307,04/12/2025,15
33299,04/12/2025,15
33232,04/12/2025,15
32861,04/12/2025,15
32828,04/12/2025,15
32790,04/12/2025,15
32698,04/12/2025,15
32677,04/12/2025,15
32581,04/12/2025,15
32139,04/12/2025,15
31325,04/12/2025,15
31308,04/12/2025,15
30922,04/12/2025,15
30822,04/12/2025,15
30805,04/12/2025,15
30759,04/12/2025,15
30519,04/12/2025,15
29857,04/12/2025,15
28748,04/12/2025,15
28746,04/12/2025,15
28647,04/12/2025,15
27057,04/12/2025,15
25812,04/12/2025,15
25656,04/12/2025,15
25608,04/12/2025,15
22726,04/12/2025,15
22413,04/12/2025,15
19895,04/12/2025,15
19780,04/12/2025,15
19673,04/12/2025,15
19662,04/12/2025,15
18540,04/12/2025,15
18332,04/12/2025,15
15279,04/12/2025,15
15025,04/12/2025,15
14928,04/12/2025,15
12192,04/12/2025,15
11312,04/12/2025,15
37636,03/12/2025,15
37632,03/12/2025,15
37624,03/12/2025,15
37565,03/12/2025,15
36938,03/12/2025,15
36930,03/12/2025,15
36751,03/12/2025,15
36744,03/12/2025,15
36562,03/12/2025,15
36476,03/12/2025,15
36475,03/12/2025,15
36303,03/12/2025,15
36284,03/12/2025,15
36218,03/12/2025,15
35552,03/12/2025,15
35548,03/12/2025,15
35474,03/12/2025,15
35453,03/12/2025,15
35408,03/12/2025,15
35260,03/12/2025,15
35255,03/12/2025,15
35079,03/12/2025,15
35078,03/12/2025,15
35048,03/12/2025,15
34616,03/12/2025,15
34589,03/12/2025,15
34296,03/12/2025,15
34038,03/12/2025,15
34027,03/12/2025,15
33908,03/12/2025,15
33810,03/12/2025,15
33749,03/12/2025,15
33361,03/12/2025,15
33351,03/12/2025,15
33350,03/12/2025,15
33322,03/12/2025,15
33307,03/12/2025,15
33115,03/12/2025,15
33078,03/12/2025,15
33049,03/12/2025,15
32977,03/12/2025,15
32861,03/12/2025,15
32790,03/12/2025,15
32677,03/12/2025,15
32612,03/12/2025,15
32581,03/12/2025,15
32538,03/12/2025,15
32333,03/12/2025,15
31943,03/12/2025,15
31506,03/12/2025,15
31325,03/12/2025,15
30822,03/12/2025,15
30805,03/12/2025,15
30388,03/12/2025,15
30349,03/12/2025,15
29994,03/12/2025,15
29857,03/12/2025,15
28748,03/12/2025,15
28746,03/12/2025,15
28647,03/12/2025,15
28211,03/12/2025,15
26578,03/12/2025,15
25936,03/12/2025,15
25812,03/12/2025,15
25755,03/12/2025,15
25693,03/12/2025,15
25640,03/12/2025,15
22413,03/12/2025,15
19780,03/12/2025,15
16952,03/12/2025,15
14928,03/12/2025,15
11312,03/12/2025,15
37737,02/12/2025,15
37632,02/12/2025,15
37624,02/12/2025,15
36980,02/12/2025,15
36938,02/12/2025,15
36928,02/12/2025,15
36742,02/12/2025,15
36476,02/12/2025,15
36331,02/12/2025,15
36303,02/12/2025,15
36218,02/12/2025,15
35548,02/12/2025,15
35453,02/12/2025,15
35408,02/12/2025,15
35260,02/12/2025,15
35255,02/12/2025,15
35079,02/12/2025,15
35078,02/12/2025,15
35052,02/12/2025,15
35048,02/12/2025,15
34979,02/12/2025,15
34470,02/12/2025,15
34399,02/12/2025,15
34398,02/12/2025,15
34108,02/12/2025,15
34062,02/12/2025,15
34057,02/12/2025,15
34027,02/12/2025,15
33772,02/12/2025,15
33749,02/12/2025,15
33361,02/12/2025,15
33351,02/12/2025,15
33322,02/12/2025,15
33319,02/12/2025,15
33213,02/12/2025,15
33115,02/12/2025,15
32876,02/12/2025,15
32861,02/12/2025,15
32846,02/12/2025,15
32814,02/12/2025,15
32790,02/12/2025,15
32677,02/12/2025,15
32548,02/12/2025,15
32139,02/12/2025,15
32103,02/12/2025,15
31875,02/12/2025,15
31489,02/12/2025,15
31325,02/12/2025,15
30922,02/12/2025,15
30909,02/12/2025,15
30396,02/12/2025,15
30349,02/12/2025,15
29986,02/12/2025,15
29857,02/12/2025,15
28746,02/12/2025,15
28647,02/12/2025,15
27478,02/12/2025,15
27057,02/12/2025,15
27056,02/12/2025,15
26578,02/12/2025,15
26000,02/12/2025,15
25812,02/12/2025,15
25771,02/12/2025,15
25693,02/12/2025,15
25656,02/12/2025,15
22726,02/12/2025,15
22413,02/12/2025,15
19896,02/12/2025,15
19780,02/12/2025,15
18332,02/12/2025,15
16355,02/12/2025,15
14928,02/12/2025,15
11312,02/12/2025,15
37632,01/12/2025,15
37624,01/12/2025,15
37617,01/12/2025,15
37565,01/12/2025,15
37225,01/12/2025,15
36938,01/12/2025,15
36935,01/12/2025,15
36930,01/12/2025,15
36928,01/12/2025,15
36927,01/12/2025,15
36774,01/12/2025,15
36744,01/12/2025,15
36476,01/12/2025,15
36449,01/12/2025,15
36284,01/12/2025,15
36218,01/12/2025,15
35548,01/12/2025,15
35453,01/12/2025,15
35408,01/12/2025,15
35260,01/12/2025,15
35255,01/12/2025,15
35091,01/12/2025,15
35079,01/12/2025,15
35078,01/12/2025,15
35072,01/12/2025,15
35052,01/12/2025,15
35048,01/12/2025,15
34977,01/12/2025,15
34470,01/12/2025,15
34468,01/12/2025,15
34423,01/12/2025,15
34398,01/12/2025,15
34296,01/12/2025,15
34189,01/12/2025,15
34027,01/12/2025,15
33910,01/12/2025,15
33837,01/12/2025,15
33749,01/12/2025,15
33361,01/12/2025,15
33351,01/12/2025,15
33324,01/12/2025,15
33320,01/12/2025,15
33307,01/12/2025,15
33115,01/12/2025,15
32870,01/12/2025,15
32814,01/12/2025,15
32785,01/12/2025,15
32716,01/12/2025,15
32333,01/12/2025,15
32139,01/12/2025,15
30922,01/12/2025,15
30805,01/12/2025,15
30349,01/12/2025,15
29996,01/12/2025,15
29992,01/12/2025,15
29440,01/12/2025,15
29008,01/12/2025,15
28748,01/12/2025,15
28647,01/12/2025,15
27057,01/12/2025,15
27054,01/12/2025,15
26578,01/12/2025,15
25936,01/12/2025,15
25656,01/12/2025,15
25623,01/12/2025,15
25577,01/12/2025,15
24179,01/12/2025,15
22726,01/12/2025,15
22551,01/12/2025,15
22413,01/12/2025,15
18430,01/12/2025,15
18332,01/12/2025,15
17253,01/12/2025,15
16971,01/12/2025,15
14928,01/12/2025,15
12751,01/12/2025,15
11312,01/12/2025,15
8038,01/12/2025,15
2646,01/12/2025,15
